Estimator,ternary,swing,no_ternary,no_swing,9/8,5/4,4/4,3/4,2/4,12/8
boeck2015/tempodetector2016_default,0.3548387096774194,0.4606741573033708,0.7179752066115702,0.7600487210718636,0.5,1.0,0.7404921700223713,0.4318181818181818,0.42857142857142855,0.3333333333333333
boeck2019/multi_task,0.5161290322580645,0.601123595505618,0.7768595041322314,0.805115712545676,0.5,0.5,0.802013422818792,0.45454545454545453,0.7142857142857143,0.5185185185185185
boeck2019/multi_task_hjdb,0.4838709677419355,0.6404494382022472,0.7830578512396694,0.8026796589524969,0.5,0.5,0.8042505592841164,0.5227272727272727,0.7142857142857143,0.48148148148148145
boeck2020/dar,0.2903225806451613,0.37640449438202245,0.6900826446280992,0.7429963459196103,0.5,0.5,0.7058165548098434,0.5,0.7142857142857143,0.25925925925925924
davies2009/mirex_qm_tempotracker,0.25806451612903225,0.449438202247191,0.6115702479338843,0.633373934226553,0.25,0.5,0.6297539149888143,0.3181818181818182,0.5714285714285714,0.25925925925925924
echonest/version_3_2_1,0.2903225806451613,0.5449438202247191,0.6921487603305785,0.7088915956151035,0.0,0.5,0.7181208053691275,0.22727272727272727,0.7142857142857143,0.3333333333333333
gkiokas2012/default,0.5483870967741935,0.6573033707865169,0.7221074380165289,0.7295980511571255,0.25,0.5,0.7427293064876958,0.4090909090909091,0.8571428571428571,0.5925925925925926
klapuri2006/percival2014,0.25806451612903225,0.5561797752808989,0.7179752066115702,0.7356881851400731,0.25,0.5,0.7393736017897091,0.38636363636363635,0.5714285714285714,0.25925925925925924
oliveira2010/ibt,0.22580645161290322,0.39325842696629215,0.621900826446281,0.656516443361754,0.25,0.5,0.6420581655480985,0.29545454545454547,0.5714285714285714,0.2222222222222222
percival2014/stem,0.5161290322580645,0.702247191011236,0.7892561983471075,0.7978075517661388,0.5,0.5,0.8076062639821029,0.5681818181818182,0.5714285714285714,0.5185185185185185
scheirer1998/percival2014,0.2903225806451613,0.48314606741573035,0.5754132231404959,0.584652862362972,0.25,0.0,0.5917225950782998,0.3181818181818182,0.7142857142857143,0.2962962962962963
schreiber2014/default,0.25806451612903225,0.6235955056179775,0.7902892561983471,0.8063337393422655,0.0,0.5,0.8154362416107382,0.4318181818181818,0.42857142857142855,0.2962962962962963
schreiber2017/ismir2017,0.3870967741935484,0.6741573033707865,0.7933884297520661,0.8038976857490865,0.25,0.5,0.8131991051454138,0.5227272727272727,0.5714285714285714,0.4074074074074074
schreiber2017/mirex2017,0.8387096774193549,0.9157303370786517,0.8915289256198347,0.8842874543239951,1.0,1.0,0.9038031319910514,0.6590909090909091,1.0,0.8148148148148148
schreiber2018/cnn,0.3548387096774194,0.5168539325842697,0.7283057851239669,0.7600487210718636,0.5,1.0,0.7494407158836689,0.38636363636363635,0.5714285714285714,0.3333333333333333
schreiber2018/fcn,0.3870967741935484,0.550561797752809,0.737603305785124,0.7649208282582217,0.25,0.5,0.7572706935123042,0.45454545454545453,0.42857142857142855,0.4074074074074074
schreiber2018/ismir2018,0.1935483870967742,0.3707865168539326,0.7014462809917356,0.7539585870889159,0.25,0.5,0.7181208053691275,0.4772727272727273,0.42857142857142855,0.18518518518518517
zplane/auftakt_v3,0.22580645161290322,0.5168539325842697,0.7035123966942148,0.7259439707673568,0.25,0.5,0.7181208053691275,0.5,0.5714285714285714,0.2222222222222222
